datetime,value,datetime_utc,datetime_new_york,is_dst_spring,is_dst_fall,datetime_london,datetime_tokyo,spring_dst_rules,fall_dst_rules,hour,hour_utc,time_diff,timezone,weekday,hour_diff,time_diff_hours,next_hour,time_until_next_hour,value_shifted,diff_value,pct_change_value
2022-01-01 11:00:00,11,2022-01-01 11:00:00+00:00,2022-01-01 06:00:00-05:00,False,False,2022-01-01 11:00:00+00:00,2022-01-01 20:00:00+09:00,2022-01-01 06:00:00-05:00,2022-01-01 06:00:00-05:00,6,1970-01-01 00:00:00.000000006+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 07:00:00-05:00,0 days 01:00:00,10.0,1.0,0.10000000000000009
2022-01-01 12:00:00,12,2022-01-01 12:00:00+00:00,2022-01-01 07:00:00-05:00,False,False,2022-01-01 12:00:00+00:00,2022-01-01 21:00:00+09:00,2022-01-01 07:00:00-05:00,2022-01-01 07:00:00-05:00,7,1970-01-01 00:00:00.000000007+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 08:00:00-05:00,0 days 01:00:00,11.0,1.0,0.09090909090909083
2022-01-01 13:00:00,13,2022-01-01 13:00:00+00:00,2022-01-01 08:00:00-05:00,False,False,2022-01-01 13:00:00+00:00,2022-01-01 22:00:00+09:00,2022-01-01 08:00:00-05:00,2022-01-01 08:00:00-05:00,8,1970-01-01 00:00:00.000000008+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 09:00:00-05:00,0 days 01:00:00,12.0,1.0,0.08333333333333326
2022-01-01 14:00:00,14,2022-01-01 14:00:00+00:00,2022-01-01 09:00:00-05:00,False,False,2022-01-01 14:00:00+00:00,2022-01-01 23:00:00+09:00,2022-01-01 09:00:00-05:00,2022-01-01 09:00:00-05:00,9,1970-01-01 00:00:00.000000009+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 10:00:00-05:00,0 days 01:00:00,13.0,1.0,0.07692307692307687
2022-01-01 15:00:00,15,2022-01-01 15:00:00+00:00,2022-01-01 10:00:00-05:00,False,False,2022-01-01 15:00:00+00:00,2022-01-02 00:00:00+09:00,2022-01-01 10:00:00-05:00,2022-01-01 10:00:00-05:00,10,1970-01-01 00:00:00.000000010+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 11:00:00-05:00,0 days 01:00:00,14.0,1.0,0.0714285714285714
2022-01-01 16:00:00,16,2022-01-01 16:00:00+00:00,2022-01-01 11:00:00-05:00,False,False,2022-01-01 16:00:00+00:00,2022-01-02 01:00:00+09:00,2022-01-01 11:00:00-05:00,2022-01-01 11:00:00-05:00,11,1970-01-01 00:00:00.000000011+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 12:00:00-05:00,0 days 01:00:00,15.0,1.0,0.06666666666666665
2022-01-01 17:00:00,17,2022-01-01 17:00:00+00:00,2022-01-01 12:00:00-05:00,False,False,2022-01-01 17:00:00+00:00,2022-01-02 02:00:00+09:00,2022-01-01 12:00:00-05:00,2022-01-01 12:00:00-05:00,12,1970-01-01 00:00:00.000000012+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 13:00:00-05:00,0 days 01:00:00,16.0,1.0,0.0625
2022-01-01 18:00:00,18,2022-01-01 18:00:00+00:00,2022-01-01 13:00:00-05:00,False,False,2022-01-01 18:00:00+00:00,2022-01-02 03:00:00+09:00,2022-01-01 13:00:00-05:00,2022-01-01 13:00:00-05:00,13,1970-01-01 00:00:00.000000013+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 14:00:00-05:00,0 days 01:00:00,17.0,1.0,0.05882352941176472
2022-01-01 19:00:00,19,2022-01-01 19:00:00+00:00,2022-01-01 14:00:00-05:00,False,False,2022-01-01 19:00:00+00:00,2022-01-02 04:00:00+09:00,2022-01-01 14:00:00-05:00,2022-01-01 14:00:00-05:00,14,1970-01-01 00:00:00.000000014+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 15:00:00-05:00,0 days 01:00:00,18.0,1.0,0.05555555555555558
2022-01-01 20:00:00,20,2022-01-01 20:00:00+00:00,2022-01-01 15:00:00-05:00,False,False,2022-01-01 20:00:00+00:00,2022-01-02 05:00:00+09:00,2022-01-01 15:00:00-05:00,2022-01-01 15:00:00-05:00,15,1970-01-01 00:00:00.000000015+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 16:00:00-05:00,0 days 01:00:00,19.0,1.0,0.05263157894736836
2022-01-01 21:00:00,21,2022-01-01 21:00:00+00:00,2022-01-01 16:00:00-05:00,False,False,2022-01-01 21:00:00+00:00,2022-01-02 06:00:00+09:00,2022-01-01 16:00:00-05:00,2022-01-01 16:00:00-05:00,16,1970-01-01 00:00:00.000000016+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 17:00:00-05:00,0 days 01:00:00,20.0,1.0,0.050000000000000044
2022-01-01 22:00:00,22,2022-01-01 22:00:00+00:00,2022-01-01 17:00:00-05:00,False,False,2022-01-01 22:00:00+00:00,2022-01-02 07:00:00+09:00,2022-01-01 17:00:00-05:00,2022-01-01 17:00:00-05:00,17,1970-01-01 00:00:00.000000017+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 18:00:00-05:00,0 days 01:00:00,21.0,1.0,0.04761904761904767
2022-01-01 23:00:00,23,2022-01-01 23:00:00+00:00,2022-01-01 18:00:00-05:00,False,False,2022-01-01 23:00:00+00:00,2022-01-02 08:00:00+09:00,2022-01-01 18:00:00-05:00,2022-01-01 18:00:00-05:00,18,1970-01-01 00:00:00.000000018+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-01-01 19:00:00-05:00,0 days 01:00:00,22.0,1.0,0.045454545454545414
2022-01-02 00:00:00,24,2022-01-02 00:00:00+00:00,2022-01-01 19:00:00-05:00,False,False,2022-01-02 00:00:00+00:00,2022-01-02 09:00:00+09:00,2022-01-01 19:00:00-05:00,2022-01-01 19:00:00-05:00,19,1970-01-01 00:00:00.000000019+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-01-01 20:00:00-05:00,0 days 01:00:00,23.0,1.0,0.04347826086956519
2022-01-02 01:00:00,25,2022-01-02 01:00:00+00:00,2022-01-01 20:00:00-05:00,False,False,2022-01-02 01:00:00+00:00,2022-01-02 10:00:00+09:00,2022-01-01 20:00:00-05:00,2022-01-01 20:00:00-05:00,20,1970-01-01 00:00:00.000000020+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-01-01 21:00:00-05:00,0 days 01:00:00,24.0,1.0,0.04166666666666674
2022-01-02 02:00:00,26,2022-01-02 02:00:00+00:00,2022-01-01 21:00:00-05:00,False,False,2022-01-02 02:00:00+00:00,2022-01-02 11:00:00+09:00,2022-01-01 21:00:00-05:00,2022-01-01 21:00:00-05:00,21,1970-01-01 00:00:00.000000021+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-01-01 22:00:00-05:00,0 days 01:00:00,25.0,1.0,0.040000000000000036
2022-01-02 03:00:00,27,2022-01-02 03:00:00+00:00,2022-01-01 22:00:00-05:00,False,False,2022-01-02 03:00:00+00:00,2022-01-02 12:00:00+09:00,2022-01-01 22:00:00-05:00,2022-01-01 22:00:00-05:00,22,1970-01-01 00:00:00.000000022+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-01-01 23:00:00-05:00,0 days 01:00:00,26.0,1.0,0.03846153846153855
2022-01-02 04:00:00,28,2022-01-02 04:00:00+00:00,2022-01-01 23:00:00-05:00,False,False,2022-01-02 04:00:00+00:00,2022-01-02 13:00:00+09:00,2022-01-01 23:00:00-05:00,2022-01-01 23:00:00-05:00,23,1970-01-01 00:00:00.000000023+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-01-02 00:00:00-05:00,0 days 01:00:00,27.0,1.0,0.03703703703703698
2022-01-02 05:00:00,29,2022-01-02 05:00:00+00:00,2022-01-02 00:00:00-05:00,False,False,2022-01-02 05:00:00+00:00,2022-01-02 14:00:00+09:00,2022-01-02 00:00:00-05:00,2022-01-02 00:00:00-05:00,0,1970-01-01 00:00:00+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 01:00:00-05:00,0 days 01:00:00,28.0,1.0,0.03571428571428581
2022-01-02 06:00:00,30,2022-01-02 06:00:00+00:00,2022-01-02 01:00:00-05:00,False,False,2022-01-02 06:00:00+00:00,2022-01-02 15:00:00+09:00,2022-01-02 01:00:00-05:00,2022-01-02 01:00:00-05:00,1,1970-01-01 00:00:00.000000001+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 02:00:00-05:00,0 days 01:00:00,29.0,1.0,0.034482758620689724
2022-01-02 07:00:00,31,2022-01-02 07:00:00+00:00,2022-01-02 02:00:00-05:00,False,False,2022-01-02 07:00:00+00:00,2022-01-02 16:00:00+09:00,2022-01-02 02:00:00-05:00,2022-01-02 02:00:00-05:00,2,1970-01-01 00:00:00.000000002+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 03:00:00-05:00,0 days 01:00:00,30.0,1.0,0.03333333333333344
2022-01-02 08:00:00,32,2022-01-02 08:00:00+00:00,2022-01-02 03:00:00-05:00,False,False,2022-01-02 08:00:00+00:00,2022-01-02 17:00:00+09:00,2022-01-02 03:00:00-05:00,2022-01-02 03:00:00-05:00,3,1970-01-01 00:00:00.000000003+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 04:00:00-05:00,0 days 01:00:00,31.0,1.0,0.032258064516129004
2022-01-02 09:00:00,33,2022-01-02 09:00:00+00:00,2022-01-02 04:00:00-05:00,False,False,2022-01-02 09:00:00+00:00,2022-01-02 18:00:00+09:00,2022-01-02 04:00:00-05:00,2022-01-02 04:00:00-05:00,4,1970-01-01 00:00:00.000000004+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 05:00:00-05:00,0 days 01:00:00,32.0,1.0,0.03125
2022-01-02 10:00:00,34,2022-01-02 10:00:00+00:00,2022-01-02 05:00:00-05:00,False,False,2022-01-02 10:00:00+00:00,2022-01-02 19:00:00+09:00,2022-01-02 05:00:00-05:00,2022-01-02 05:00:00-05:00,5,1970-01-01 00:00:00.000000005+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 06:00:00-05:00,0 days 01:00:00,33.0,1.0,0.030303030303030276
2022-01-02 11:00:00,35,2022-01-02 11:00:00+00:00,2022-01-02 06:00:00-05:00,False,False,2022-01-02 11:00:00+00:00,2022-01-02 20:00:00+09:00,2022-01-02 06:00:00-05:00,2022-01-02 06:00:00-05:00,6,1970-01-01 00:00:00.000000006+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 07:00:00-05:00,0 days 01:00:00,34.0,1.0,0.02941176470588225
2022-01-02 12:00:00,36,2022-01-02 12:00:00+00:00,2022-01-02 07:00:00-05:00,False,False,2022-01-02 12:00:00+00:00,2022-01-02 21:00:00+09:00,2022-01-02 07:00:00-05:00,2022-01-02 07:00:00-05:00,7,1970-01-01 00:00:00.000000007+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 08:00:00-05:00,0 days 01:00:00,35.0,1.0,0.02857142857142847
2022-01-02 13:00:00,37,2022-01-02 13:00:00+00:00,2022-01-02 08:00:00-05:00,False,False,2022-01-02 13:00:00+00:00,2022-01-02 22:00:00+09:00,2022-01-02 08:00:00-05:00,2022-01-02 08:00:00-05:00,8,1970-01-01 00:00:00.000000008+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 09:00:00-05:00,0 days 01:00:00,36.0,1.0,0.02777777777777768
2022-01-02 14:00:00,38,2022-01-02 14:00:00+00:00,2022-01-02 09:00:00-05:00,False,False,2022-01-02 14:00:00+00:00,2022-01-02 23:00:00+09:00,2022-01-02 09:00:00-05:00,2022-01-02 09:00:00-05:00,9,1970-01-01 00:00:00.000000009+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 10:00:00-05:00,0 days 01:00:00,37.0,1.0,0.027027027027026973
2022-01-02 15:00:00,39,2022-01-02 15:00:00+00:00,2022-01-02 10:00:00-05:00,False,False,2022-01-02 15:00:00+00:00,2022-01-03 00:00:00+09:00,2022-01-02 10:00:00-05:00,2022-01-02 10:00:00-05:00,10,1970-01-01 00:00:00.000000010+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 11:00:00-05:00,0 days 01:00:00,38.0,1.0,0.026315789473684292
2022-01-02 16:00:00,40,2022-01-02 16:00:00+00:00,2022-01-02 11:00:00-05:00,False,False,2022-01-02 16:00:00+00:00,2022-01-03 01:00:00+09:00,2022-01-02 11:00:00-05:00,2022-01-02 11:00:00-05:00,11,1970-01-01 00:00:00.000000011+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 12:00:00-05:00,0 days 01:00:00,39.0,1.0,0.02564102564102555
2022-01-02 17:00:00,41,2022-01-02 17:00:00+00:00,2022-01-02 12:00:00-05:00,False,False,2022-01-02 17:00:00+00:00,2022-01-03 02:00:00+09:00,2022-01-02 12:00:00-05:00,2022-01-02 12:00:00-05:00,12,1970-01-01 00:00:00.000000012+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 13:00:00-05:00,0 days 01:00:00,40.0,1.0,0.02499999999999991
2022-01-02 18:00:00,42,2022-01-02 18:00:00+00:00,2022-01-02 13:00:00-05:00,False,False,2022-01-02 18:00:00+00:00,2022-01-03 03:00:00+09:00,2022-01-02 13:00:00-05:00,2022-01-02 13:00:00-05:00,13,1970-01-01 00:00:00.000000013+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 14:00:00-05:00,0 days 01:00:00,41.0,1.0,0.024390243902439046
2022-01-02 19:00:00,43,2022-01-02 19:00:00+00:00,2022-01-02 14:00:00-05:00,False,False,2022-01-02 19:00:00+00:00,2022-01-03 04:00:00+09:00,2022-01-02 14:00:00-05:00,2022-01-02 14:00:00-05:00,14,1970-01-01 00:00:00.000000014+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 15:00:00-05:00,0 days 01:00:00,42.0,1.0,0.023809523809523725
2022-01-02 20:00:00,44,2022-01-02 20:00:00+00:00,2022-01-02 15:00:00-05:00,False,False,2022-01-02 20:00:00+00:00,2022-01-03 05:00:00+09:00,2022-01-02 15:00:00-05:00,2022-01-02 15:00:00-05:00,15,1970-01-01 00:00:00.000000015+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 16:00:00-05:00,0 days 01:00:00,43.0,1.0,0.023255813953488413
2022-01-02 21:00:00,45,2022-01-02 21:00:00+00:00,2022-01-02 16:00:00-05:00,False,False,2022-01-02 21:00:00+00:00,2022-01-03 06:00:00+09:00,2022-01-02 16:00:00-05:00,2022-01-02 16:00:00-05:00,16,1970-01-01 00:00:00.000000016+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 17:00:00-05:00,0 days 01:00:00,44.0,1.0,0.022727272727272707
2022-01-02 22:00:00,46,2022-01-02 22:00:00+00:00,2022-01-02 17:00:00-05:00,False,False,2022-01-02 22:00:00+00:00,2022-01-03 07:00:00+09:00,2022-01-02 17:00:00-05:00,2022-01-02 17:00:00-05:00,17,1970-01-01 00:00:00.000000017+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 18:00:00-05:00,0 days 01:00:00,45.0,1.0,0.022222222222222143
2022-01-02 23:00:00,47,2022-01-02 23:00:00+00:00,2022-01-02 18:00:00-05:00,False,False,2022-01-02 23:00:00+00:00,2022-01-03 08:00:00+09:00,2022-01-02 18:00:00-05:00,2022-01-02 18:00:00-05:00,18,1970-01-01 00:00:00.000000018+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-01-02 19:00:00-05:00,0 days 01:00:00,46.0,1.0,0.021739130434782705
2022-01-03 00:00:00,48,2022-01-03 00:00:00+00:00,2022-01-02 19:00:00-05:00,False,False,2022-01-03 00:00:00+00:00,2022-01-03 09:00:00+09:00,2022-01-02 19:00:00-05:00,2022-01-02 19:00:00-05:00,19,1970-01-01 00:00:00.000000019+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-01-02 20:00:00-05:00,0 days 01:00:00,47.0,1.0,0.02127659574468077
2022-01-03 01:00:00,49,2022-01-03 01:00:00+00:00,2022-01-02 20:00:00-05:00,False,False,2022-01-03 01:00:00+00:00,2022-01-03 10:00:00+09:00,2022-01-02 20:00:00-05:00,2022-01-02 20:00:00-05:00,20,1970-01-01 00:00:00.000000020+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-01-02 21:00:00-05:00,0 days 01:00:00,48.0,1.0,0.02083333333333326
2022-01-03 02:00:00,50,2022-01-03 02:00:00+00:00,2022-01-02 21:00:00-05:00,False,False,2022-01-03 02:00:00+00:00,2022-01-03 11:00:00+09:00,2022-01-02 21:00:00-05:00,2022-01-02 21:00:00-05:00,21,1970-01-01 00:00:00.000000021+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-01-02 22:00:00-05:00,0 days 01:00:00,49.0,1.0,0.020408163265306145
2022-01-03 03:00:00,51,2022-01-03 03:00:00+00:00,2022-01-02 22:00:00-05:00,False,False,2022-01-03 03:00:00+00:00,2022-01-03 12:00:00+09:00,2022-01-02 22:00:00-05:00,2022-01-02 22:00:00-05:00,22,1970-01-01 00:00:00.000000022+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-01-02 23:00:00-05:00,0 days 01:00:00,50.0,1.0,0.020000000000000018
2022-01-03 04:00:00,52,2022-01-03 04:00:00+00:00,2022-01-02 23:00:00-05:00,False,False,2022-01-03 04:00:00+00:00,2022-01-03 13:00:00+09:00,2022-01-02 23:00:00-05:00,2022-01-02 23:00:00-05:00,23,1970-01-01 00:00:00.000000023+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-01-03 00:00:00-05:00,0 days 01:00:00,51.0,1.0,0.019607843137254832
2022-01-03 05:00:00,53,2022-01-03 05:00:00+00:00,2022-01-03 00:00:00-05:00,False,False,2022-01-03 05:00:00+00:00,2022-01-03 14:00:00+09:00,2022-01-03 00:00:00-05:00,2022-01-03 00:00:00-05:00,0,1970-01-01 00:00:00+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 01:00:00-05:00,0 days 01:00:00,52.0,1.0,0.019230769230769162
2022-01-03 06:00:00,54,2022-01-03 06:00:00+00:00,2022-01-03 01:00:00-05:00,False,False,2022-01-03 06:00:00+00:00,2022-01-03 15:00:00+09:00,2022-01-03 01:00:00-05:00,2022-01-03 01:00:00-05:00,1,1970-01-01 00:00:00.000000001+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 02:00:00-05:00,0 days 01:00:00,53.0,1.0,0.018867924528301883
2022-01-03 07:00:00,55,2022-01-03 07:00:00+00:00,2022-01-03 02:00:00-05:00,False,False,2022-01-03 07:00:00+00:00,2022-01-03 16:00:00+09:00,2022-01-03 02:00:00-05:00,2022-01-03 02:00:00-05:00,2,1970-01-01 00:00:00.000000002+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 03:00:00-05:00,0 days 01:00:00,54.0,1.0,0.0185185185185186
2022-01-03 08:00:00,56,2022-01-03 08:00:00+00:00,2022-01-03 03:00:00-05:00,False,False,2022-01-03 08:00:00+00:00,2022-01-03 17:00:00+09:00,2022-01-03 03:00:00-05:00,2022-01-03 03:00:00-05:00,3,1970-01-01 00:00:00.000000003+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 04:00:00-05:00,0 days 01:00:00,55.0,1.0,0.018181818181818077
2022-01-03 09:00:00,57,2022-01-03 09:00:00+00:00,2022-01-03 04:00:00-05:00,False,False,2022-01-03 09:00:00+00:00,2022-01-03 18:00:00+09:00,2022-01-03 04:00:00-05:00,2022-01-03 04:00:00-05:00,4,1970-01-01 00:00:00.000000004+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 05:00:00-05:00,0 days 01:00:00,56.0,1.0,0.017857142857142794
2022-01-03 10:00:00,58,2022-01-03 10:00:00+00:00,2022-01-03 05:00:00-05:00,False,False,2022-01-03 10:00:00+00:00,2022-01-03 19:00:00+09:00,2022-01-03 05:00:00-05:00,2022-01-03 05:00:00-05:00,5,1970-01-01 00:00:00.000000005+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 06:00:00-05:00,0 days 01:00:00,57.0,1.0,0.01754385964912286
2022-01-03 11:00:00,59,2022-01-03 11:00:00+00:00,2022-01-03 06:00:00-05:00,False,False,2022-01-03 11:00:00+00:00,2022-01-03 20:00:00+09:00,2022-01-03 06:00:00-05:00,2022-01-03 06:00:00-05:00,6,1970-01-01 00:00:00.000000006+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 07:00:00-05:00,0 days 01:00:00,58.0,1.0,0.01724137931034475
2022-01-03 12:00:00,60,2022-01-03 12:00:00+00:00,2022-01-03 07:00:00-05:00,False,False,2022-01-03 12:00:00+00:00,2022-01-03 21:00:00+09:00,2022-01-03 07:00:00-05:00,2022-01-03 07:00:00-05:00,7,1970-01-01 00:00:00.000000007+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 08:00:00-05:00,0 days 01:00:00,59.0,1.0,0.016949152542372836
2022-01-03 13:00:00,61,2022-01-03 13:00:00+00:00,2022-01-03 08:00:00-05:00,False,False,2022-01-03 13:00:00+00:00,2022-01-03 22:00:00+09:00,2022-01-03 08:00:00-05:00,2022-01-03 08:00:00-05:00,8,1970-01-01 00:00:00.000000008+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 09:00:00-05:00,0 days 01:00:00,60.0,1.0,0.016666666666666607
2022-01-03 14:00:00,62,2022-01-03 14:00:00+00:00,2022-01-03 09:00:00-05:00,False,False,2022-01-03 14:00:00+00:00,2022-01-03 23:00:00+09:00,2022-01-03 09:00:00-05:00,2022-01-03 09:00:00-05:00,9,1970-01-01 00:00:00.000000009+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 10:00:00-05:00,0 days 01:00:00,61.0,1.0,0.016393442622950838
2022-01-03 15:00:00,63,2022-01-03 15:00:00+00:00,2022-01-03 10:00:00-05:00,False,False,2022-01-03 15:00:00+00:00,2022-01-04 00:00:00+09:00,2022-01-03 10:00:00-05:00,2022-01-03 10:00:00-05:00,10,1970-01-01 00:00:00.000000010+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-01-03 11:00:00-05:00,0 days 01:00:00,62.0,1.0,0.016129032258064502
